,id,url,name,artist,album,explicit,popularity,duration_ms,key,mode,time_signature,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,label
0,3eFepXGITXNDXXHUNqouxi,https://open.spotify.com/track/3eFepXGITXNDXXHUNqouxi,Shake Me Down,Cage The Elephant,Thank You Happy Birthday,False,54,211373,9,1,4,0.457,0.613,0.0295,0.00463,0.00044100000000000004,0.0711,0.132,105.11,0
1,51pQ7vY7WXzxskwloaeqyj,https://open.spotify.com/track/51pQ7vY7WXzxskwloaeqyj,Stairway to Heaven - 1990 Remaster,Led Zeppelin,Led Zeppelin IV,False,67,478173,7,1,4,0.34600000000000003,0.335,0.0339,0.575,0.00674,0.185,0.213,84.204,0
2,6QHGyXR0m3PDStlyHN8dYK,https://open.spotify.com/track/6QHGyXR0m3PDStlyHN8dYK,Stay Alive,José González,Stay Alive (From The Secret Life Of Walter Mitty),False,16,266906,6,1,4,0.716,0.301,0.0365,0.7020000000000001,0.145,0.0885,0.32899999999999996,129.997,0
3,3usVf6rhG6vDjcodeavHde,https://open.spotify.com/track/3usVf6rhG6vDjcodeavHde,Sozinho - Live In Brazil / 1998,Caetano Veloso,Prenda Minha (Live),False,1,190496,11,0,3,0.48,0.28300000000000003,0.187,0.634,0.000168,0.909,0.529,83.736,0
4,0sTr29gwWE4wIxjMLytsOu,https://open.spotify.com/track/0sTr29gwWE4wIxjMLytsOu,If You Believe,Sasha,Greatest Hits,False,42,239973,5,1,1,0.36700000000000005,0.522,0.0358,0.115,0.0,0.109,0.483,82.509,0
5,0q21FNwES2bbtcduB6kjEU,https://open.spotify.com/track/0q21FNwES2bbtcduB6kjEU,Dancing in the Moonlight,King Harvest,Dancing in the Moonlight,False,67,181133,10,1,4,0.657,0.435,0.0552,0.7390000000000001,0.0,0.16699999999999998,0.7709999999999999,135.975,0
6,1XxCiPw07rd1ytYnE7SoJI,https://open.spotify.com/track/1XxCiPw07rd1ytYnE7SoJI,Road Trippin',Red Hot Chili Peppers,Californication (Deluxe Edition),False,61,204973,4,0,4,0.243,0.47,0.0353,0.309,0.000798,0.121,0.39299999999999996,204.02599999999998,0
7,4QsnHKvJGVbWJs3Em9Mrcy,https://open.spotify.com/track/4QsnHKvJGVbWJs3Em9Mrcy,Lost Stars,Keira Knightley,Begin Again - Music From And Inspired By The Original Motion Picture,False,5,240186,1,1,4,0.515,0.321,0.0271,0.6709999999999999,1.66e-06,0.11199999999999999,0.324,81.82300000000001,0
8,0THbsvMRmCHpFT3YLX301c,https://open.spotify.com/track/0THbsvMRmCHpFT3YLX301c,Hey There Delilah,Plain White T's,All That We Needed,False,5,232813,2,1,4,0.6579999999999999,0.29600000000000004,0.0293,0.872,0.0,0.114,0.311,103.975,0
9,4PCyzOTAB7zfJaxaS1uLSY,https://open.spotify.com/track/4PCyzOTAB7zfJaxaS1uLSY,O Vento,Los Hermanos,"""4""",False,55,213866,9,1,4,0.665,0.685,0.0328,0.0247,1.0800000000000002e-05,0.08800000000000001,0.8390000000000001,137.94799999999998,0
10,6kJmZqhB2Pf2442GOCAohB,https://open.spotify.com/track/6kJmZqhB2Pf2442GOCAohB,Morena,Los Hermanos,"""4""",False,52,178946,1,1,4,0.9209999999999999,0.342,0.0366,0.478,0.0446,0.0741,0.852,104.029,0
11,3kHQ0iXkcLZ2Sd0T2G7lIF,https://open.spotify.com/track/3kHQ0iXkcLZ2Sd0T2G7lIF,O Vencedor,Los Hermanos,Mega Hits - Los Hermanos,False,39,200026,6,1,4,0.682,0.8809999999999999,0.027000000000000003,0.353,0.263,0.23800000000000002,0.9109999999999999,109.999,0
12,0y8muA5wwCKAQmocFB34rR,https://open.spotify.com/track/0y8muA5wwCKAQmocFB34rR,Não existe amor em SP,Criolo,Nó Na Orelha,False,0,280032,5,0,4,0.604,0.41200000000000003,0.0422,0.391,0.016,0.0759,0.34600000000000003,142.002,0
13,0ZPquQV2aKmDfwPjvMdvRp,https://open.spotify.com/track/0ZPquQV2aKmDfwPjvMdvRp,Último Romance,Los Hermanos,Ventura,False,58,263440,3,0,4,0.406,0.665,0.0286,0.509,0.000641,0.11199999999999999,0.5529999999999999,159.997,0
14,2LWW6D1zabtolij6KFXQYm,https://open.spotify.com/track/2LWW6D1zabtolij6KFXQYm,Cartão Postal,Apanhador Só,Antes Que Tu Conte Outra,False,42,256173,8,0,4,0.527,0.29600000000000004,0.0347,0.9179999999999999,0.000398,0.263,0.21600000000000003,112.995,0
15,1rQZDmnKJIjzzTJrbBeEW2,https://open.spotify.com/track/1rQZDmnKJIjzzTJrbBeEW2,Behind the Sea,Panic! At The Disco,Pretty. Odd.,False,45,213426,9,1,4,0.281,0.679,0.0449,0.17300000000000001,4.38e-06,0.0919,0.441,80.078,0
16,2sRvY7zmltEJPoEAmUmNgO,https://open.spotify.com/track/2sRvY7zmltEJPoEAmUmNgO,Lembranças,Maneva,Teu Chão,False,46,195552,4,0,4,0.642,0.341,0.43799999999999994,0.63,3.55e-06,0.41,0.799,171.945,0
17,3x65lTghySHoonZWlTx0V4,https://open.spotify.com/track/3x65lTghySHoonZWlTx0V4,Êxodo,Maneva,Tempo de Paz,False,0,171075,1,0,4,0.753,0.47100000000000003,0.0378,0.573,0.000475,0.255,0.691,139.92,0
18,2GbnjY2wfLwvujav6CY8Lh,https://open.spotify.com/track/2GbnjY2wfLwvujav6CY8Lh,Saudades do Tempo,Maneva,Tempo de Paz,False,0,238889,4,0,4,0.777,0.39,0.22399999999999998,0.634,0.0,0.207,0.688,133.856,0
19,6BQNJ0JFKh8sWjQLI6Zudi,https://open.spotify.com/track/6BQNJ0JFKh8sWjQLI6Zudi,Change the World,Eric Clapton,Clapton Chronicles: The Best of Eric Clapton,False,65,234866,9,1,4,0.721,0.5579999999999999,0.0246,0.49200000000000005,0.00563,0.113,0.542,96.887,0
20,6zeE5tKyr8Nu882DQhhSQI,https://open.spotify.com/track/6zeE5tKyr8Nu882DQhhSQI,Dust in the Wind,Kansas,Point Of Know Return,False,76,206266,7,1,4,0.475,0.322,0.0283,0.36700000000000005,0.00056,0.11,0.387,93.50299999999999,0
21,2YaGZvBfkQ4jiD5cMLIFQV,https://open.spotify.com/track/2YaGZvBfkQ4jiD5cMLIFQV,Same Mistake,James Blunt,All The Lost Souls,False,61,298186,10,1,4,0.46,0.509,0.0263,0.466,0.000434,0.122,0.19399999999999998,77.613,0
22,3DDGhkxq3FeUorZppSgeLE,https://open.spotify.com/track/3DDGhkxq3FeUorZppSgeLE,Somewhere Only We Know,Lily Allen,Somewhere Only We Know,False,63,208154,10,1,4,0.314,0.28600000000000003,0.035,0.935,0.0258,0.0999,0.278,172.021,0
23,02EPyfWg585VFhagY23aXi,https://open.spotify.com/track/02EPyfWg585VFhagY23aXi,Little Black Submarines,InstaHit Crew,"Rock's Ultimate Hit Essentials, Vol. 48",False,2,249681,2,1,4,0.29600000000000004,0.452,0.0329,0.0124,0.0,0.0978,0.406,188.946,0
24,2TYC9SaRhYypUQzB1ZVTG2,https://open.spotify.com/track/2TYC9SaRhYypUQzB1ZVTG2,Use Somebody,Kings of Leon,Only By The Night,False,62,230760,0,1,4,0.276,0.715,0.0432,0.005520000000000001,0.000417,0.201,0.17300000000000001,137.028,0
25,1eM1mSOrgwX4wkxJAHkBB8,https://open.spotify.com/track/1eM1mSOrgwX4wkxJAHkBB8,The Everlasting Muse,Belle & Sebastian,Girls in Peacetime Want to Dance,False,34,325275,6,0,4,0.48700000000000004,0.626,0.0601,0.0797,0.0,0.0952,0.762,132.256,0
26,3vo4ERKqNiZeOc2UFGksuI,https://open.spotify.com/track/3vo4ERKqNiZeOc2UFGksuI,Eu Me Lembro,Clarice Falcão,Monomania,False,0,217385,0,1,3,0.78,0.184,0.0407,0.664,0.001,0.11800000000000001,0.299,95.994,0
27,1k02eM50NuPC7EdaaEmeOV,https://open.spotify.com/track/1k02eM50NuPC7EdaaEmeOV,Golden Crown,The Honey Trees,Bright Fire,False,13,301080,0,1,3,0.299,0.3,0.0313,0.8,0.000239,0.0717,0.0934,119.985,0
28,3sUyXIFkXNSQh6anbN2mH1,https://open.spotify.com/track/3sUyXIFkXNSQh6anbN2mH1,All We Do,Oh Wonder,All We Do,False,0,214203,10,0,4,0.591,0.26,0.0467,0.978,0.000484,0.109,0.397,126.274,0
29,3E8Ry9jx7zt5lmyc9Lms8O,https://open.spotify.com/track/3E8Ry9jx7zt5lmyc9Lms8O,Port of Call,Beirut,The Rip Tide,False,8,260973,4,0,4,0.596,0.496,0.0276,0.794,0.0181,0.29,0.375,126.06,0
30,70WyPf8WtXvG3CgeTZZWz6,https://open.spotify.com/track/70WyPf8WtXvG3CgeTZZWz6,Nantes,Beirut,The Flying Club Cup,False,11,230200,6,1,4,0.541,0.5329999999999999,0.037000000000000005,0.7859999999999999,0.0102,0.138,0.642,131.14700000000002,0
31,6Zv4HVHfadVo3JQSSbwY7r,https://open.spotify.com/track/6Zv4HVHfadVo3JQSSbwY7r,Sentimental,Los Hermanos,Bloco Do Eu Sozinho,False,57,309266,6,1,4,0.6459999999999999,0.384,0.0287,0.124,0.0119,0.11199999999999999,0.24,128.009,0
32,4Tfe8Uu9faFdWRiZbpvpXd,https://open.spotify.com/track/4Tfe8Uu9faFdWRiZbpvpXd,Cough Syrup,Young the Giant,Young The Giant,False,51,249520,11,0,3,0.534,0.721,0.0417,0.0343,6.24e-06,0.115,0.225,128.97799999999998,0
33,1FJ7sEf02HAmfVTEfQvmOV,https://open.spotify.com/track/1FJ7sEf02HAmfVTEfQvmOV,505,Arctic Monkeys,Favourite Worst Nightmare,False,0,253223,0,1,4,0.528,0.8690000000000001,0.0578,0.00236,5.3500000000000006e-05,0.0885,0.22699999999999998,140.249,0
34,00hVU6kDP67JHurfwG2dtq,https://open.spotify.com/track/00hVU6kDP67JHurfwG2dtq,Hero Of War,Rise Against,Appeal To Reason,False,64,253080,4,1,4,0.645,0.41700000000000004,0.028999999999999998,0.5429999999999999,0.0,0.0982,0.256,77.054,0
35,3mYKQcFU6USoJpzpkwYdQe,https://open.spotify.com/track/3mYKQcFU6USoJpzpkwYdQe,Running With The Wolves,AURORA,Running With The Wolves,False,1,192313,5,1,4,0.562,0.5589999999999999,0.0549,0.214,7.08e-05,0.45,0.401,164.013,0
36,2CShsvjPh2fbr6VAKLWKQt,https://open.spotify.com/track/2CShsvjPh2fbr6VAKLWKQt,Way Back When,Kodaline,In A Perfect World (Deluxe),False,47,204280,9,1,4,0.632,0.643,0.0328,0.348,0.000146,0.335,0.51,110.046,0
37,3dv9Bvpp9HikNsEvDCKHhC,https://open.spotify.com/track/3dv9Bvpp9HikNsEvDCKHhC,Spirits,The Strumbellas,Hope,False,7,203653,0,1,4,0.5529999999999999,0.7290000000000001,0.0266,0.18100000000000002,0.0,0.109,0.7759999999999999,80.503,0
38,58VZtWOA75FCms5fd8H7Zy,https://open.spotify.com/track/58VZtWOA75FCms5fd8H7Zy,Drifting,On An On,And the Wave Has Two Sides,False,37,276920,4,0,3,0.424,0.36200000000000004,0.028999999999999998,0.0358,0.00157,0.0901,0.0445,101.741,0
39,3f8Uygfz3CIpUCo6H6iNOJ,https://open.spotify.com/track/3f8Uygfz3CIpUCo6H6iNOJ,Slow Dancing in a Burning Room,John Mayer,Continuum,False,8,242000,1,0,5,0.6679999999999999,0.361,0.0273,0.573,0.00506,0.0805,0.28800000000000003,134.15,0
40,5M94rKTC7nECeyOFXjYtrA,https://open.spotify.com/track/5M94rKTC7nECeyOFXjYtrA,Amianto,Supercombo,Amianto,False,21,257239,2,0,3,0.435,0.522,0.0336,0.157,0.0,0.307,0.166,126.572,0
41,3j8qhanlFJV4E1u10dNTts,https://open.spotify.com/track/3j8qhanlFJV4E1u10dNTts,Suicídio ao Contrário,Tópaz,Onze Nós,False,25,204324,2,1,4,0.5720000000000001,0.659,0.0254,0.00156,0.0807,0.078,0.276,148.078,0
42,179NUF6b8tzp3Ni2aMGxgU,https://open.spotify.com/track/179NUF6b8tzp3Ni2aMGxgU,Se For pra Tudo Dar Errado,Tópaz,Onze Nós,False,36,231020,0,1,4,0.507,0.882,0.0354,0.000918,0.0047,0.0899,0.13699999999999998,135.02,0
43,06ND7qqsmIRCuWdQNQIlTE,https://open.spotify.com/track/06ND7qqsmIRCuWdQNQIlTE,Roda-Viva,Chico Buarque,Chico Buarque de Hollanda Vol. 3,False,50,233400,10,0,4,0.502,0.512,0.0337,0.7929999999999999,1.8e-05,0.235,0.6509999999999999,133.174,0
44,46tLsEFJcVmQveo9hEXUz9,https://open.spotify.com/track/46tLsEFJcVmQveo9hEXUz9,From The Bottom Of My Heart,Stevie Wonder,A Time To Love,False,0,311893,11,0,4,0.662,0.7979999999999999,0.0501,0.266,1.4400000000000001e-05,0.182,0.718,86.99,0
45,0lhRQ8iLouIRTW8j7WOB9P,https://open.spotify.com/track/0lhRQ8iLouIRTW8j7WOB9P,Crush,Yuna,Crush,False,4,241493,9,0,4,0.672,0.426,0.0444,0.365,3.22e-06,0.0819,0.376,130.024,0
46,2jcnIJ3b2O2rWDjAA2AVPs,https://open.spotify.com/track/2jcnIJ3b2O2rWDjAA2AVPs,No Buses,Arctic Monkeys,Who The F*** Are Arctic Monkeys?,False,0,199320,4,1,4,0.51,0.522,0.0332,0.157,8.94e-05,0.0573,0.43,101.348,0
47,1VvyRNSVBKuvENwpyiVlBU,https://open.spotify.com/track/1VvyRNSVBKuvENwpyiVlBU,Elephant Gun,Beirut,The Gulag Orkestar,False,3,345266,8,1,3,0.26899999999999996,0.628,0.0411,0.856,0.0792,0.0687,0.48200000000000004,180.03599999999997,0
48,6s9LhJVqxnTjmUJHOeawnU,https://open.spotify.com/track/6s9LhJVqxnTjmUJHOeawnU,"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,La La Land (Original Motion Picture Soundtrack),False,7,149706,2,0,4,0.45399999999999996,0.11699999999999999,0.0354,0.9059999999999999,0.0,0.0888,0.428,97.69200000000001,0
49,41pFyxOpS119Pb8JEzhx0w,https://open.spotify.com/track/41pFyxOpS119Pb8JEzhx0w,"Boulevard of Broken Dreams (feat. John Gallagher Jr., Rebecca Naomi Jones, Stark Sands, Company)",Green Day,American Idiot - The Original Broadway Cast Recording Featuring Green Day,True,59,262386,8,1,4,0.41700000000000004,0.647,0.0296,0.0569,1.67e-06,0.0585,0.33899999999999997,166.12,0
50,6vtLtrPHZAo5OUy1Sk9BTH,https://open.spotify.com/track/6vtLtrPHZAo5OUy1Sk9BTH,Ask Yourself,Foster The People,Supermodel,False,50,263400,2,1,4,0.47,0.89,0.0456,0.000798,1.23e-05,0.196,0.628,154.982,0
51,41yIvlFgvGwxq8qTqAR7eG,https://open.spotify.com/track/41yIvlFgvGwxq8qTqAR7eG,Bloom - Bonus Track,The Paper Kites,Woodland - EP,False,71,210080,1,1,4,0.5920000000000001,0.41600000000000004,0.0246,0.882,0.000586,0.11199999999999999,0.41700000000000004,96.00200000000001,0
52,41s2B5M8P6xwxgpdZ6zzLg,https://open.spotify.com/track/41s2B5M8P6xwxgpdZ6zzLg,Desde Que o Samba é Samba - Ao Vivo,Caetano Veloso,"Dois Amigos, um Século de Música (Ao Vivo)",False,45,247506,2,1,4,0.5529999999999999,0.33,0.03,0.907,0.038,0.243,0.465,88.00299999999999,0
53,18jzP0rBaHJ2gjVhZ5OvKn,https://open.spotify.com/track/18jzP0rBaHJ2gjVhZ5OvKn,Samba De Verao,Caetano Veloso,A Bossa De Caetano,False,8,187626,5,1,4,0.731,0.299,0.0485,0.889,0.223,0.11,0.46,119.76799999999999,0
54,4Bnluy6QiOb4F0ihdalrz9,https://open.spotify.com/track/4Bnluy6QiOb4F0ihdalrz9,Shimbalaiê - Live At Citibank Hall/Rio de Janeiro(RJ)-Brazil/2010,Caetano Veloso,"Shimbalaiê (Multishow Ao Vivo Caetano e Maria Gadú, Brazil, 2011)",False,0,201026,9,0,4,0.5589999999999999,0.163,0.0389,0.8370000000000001,8.2e-06,0.8009999999999999,0.349,79.024,0
55,2UjRAYMdlDCt87Ky0GW4Es,https://open.spotify.com/track/2UjRAYMdlDCt87Ky0GW4Es,Tomorrow,Nando Dale,Tomorrow,False,0,219752,2,1,4,0.675,0.36200000000000004,0.0301,0.41700000000000004,0.0104,0.192,0.40700000000000003,126.984,0
56,6q30SHZFgyyibMdrErLFaS,https://open.spotify.com/track/6q30SHZFgyyibMdrErLFaS,Dilúvio de Solidão,Criolo,Espiral de Ilusão,False,0,157946,2,1,4,0.726,0.649,0.0351,0.682,0.00114,0.0864,0.9440000000000001,98.061,0
57,64ygSCb6X56Uu90GFji1Oo,https://open.spotify.com/track/64ygSCb6X56Uu90GFji1Oo,Menino Mimado,Criolo,Espiral de Ilusão,False,0,227546,0,0,4,0.828,0.603,0.0356,0.5920000000000001,0.000842,0.20199999999999999,0.818,143.942,0
58,3XQ4TLYm122Z10qObjtZ57,https://open.spotify.com/track/3XQ4TLYm122Z10qObjtZ57,Nas Águas,Criolo,Espiral de Ilusão,False,0,235559,5,1,4,0.7559999999999999,0.6579999999999999,0.0506,0.758,1.21e-05,0.0775,0.72,115.833,0
59,0x3J4AkbRh6tO1vav0Derw,https://open.spotify.com/track/0x3J4AkbRh6tO1vav0Derw,Espiral de Ilusão,Criolo,Espiral de Ilusão,False,0,220813,2,1,4,0.78,0.325,0.0339,0.878,0.000715,0.14300000000000002,0.469,124.085,0
60,47c0yiND86tZSiOCR2oJ5w,https://open.spotify.com/track/47c0yiND86tZSiOCR2oJ5w,なんでもないや - movie ver.,RADWIMPS,君の名は。,False,0,344053,6,1,4,0.49,0.461,0.032,0.254,0.0,0.284,0.48700000000000004,168.125,0
61,0QUiguzo0mWdlBk6Nvujic,https://open.spotify.com/track/0QUiguzo0mWdlBk6Nvujic,You Already Know,Bombay Bicycle Club,Evening/Morning,False,58,262533,2,1,4,0.662,0.207,0.0427,0.9159999999999999,0.0698,0.10099999999999999,0.496,95.46600000000001,0
62,26dt6n5cyVRdX7vD8rmUWw,https://open.spotify.com/track/26dt6n5cyVRdX7vD8rmUWw,Dream A Little Dream Of Me,Ella Fitzgerald,Classic,False,6,185600,0,1,4,0.515,0.162,0.0752,0.9159999999999999,0.0,0.168,0.385,78.11,0
63,58fxygPUPdfBIUm9BDv0f7,https://open.spotify.com/track/58fxygPUPdfBIUm9BDv0f7,I Wish I Knew How It Would Feel To Be Free,Nina Simone,Nina Simone,False,6,186506,10,1,4,0.6940000000000001,0.45899999999999996,0.0819,0.752,0.0,0.131,0.675,122.53399999999999,0
64,7LZPUnAC0rBCXSLIflzE3I,https://open.spotify.com/track/7LZPUnAC0rBCXSLIflzE3I,Half The World Away,AURORA,Half The World Away,False,7,198946,8,1,4,0.585,0.10300000000000001,0.0399,0.948,4.51e-06,0.17300000000000001,0.18600000000000003,110.919,0
65,70mljElWtJFILbbRqxKf5k,https://open.spotify.com/track/70mljElWtJFILbbRqxKf5k,Teenage Sonata,Sam Cooke,The Very Best Of...,False,0,161320,0,1,3,0.34299999999999997,0.308,0.03,0.795,0.0,0.381,0.49,81.39,0
66,5hzDqrcTySa1Ek9nRCRd7Q,https://open.spotify.com/track/5hzDqrcTySa1Ek9nRCRd7Q,Carry On,Norah Jones,Carry On,False,7,168106,10,1,3,0.488,0.22,0.0391,0.929,0.27,0.109,0.391,80.08,0
67,605E2oDpy3uSIhbRFcrQyn,https://open.spotify.com/track/605E2oDpy3uSIhbRFcrQyn,Despair In The Departure Lounge,Arctic Monkeys,Who The F*** Are Arctic Monkeys?,False,53,202853,2,1,4,0.316,0.306,0.0411,0.6759999999999999,0.0025,0.0809,0.284,85.255,0
68,3JO8ZHz8hF9R4XUd7sGE1N,https://open.spotify.com/track/3JO8ZHz8hF9R4XUd7sGE1N,Dois Rios,Skank,#1 Hits,False,52,282066,9,1,4,0.528,0.601,0.0259,0.445,0.0,0.213,0.364,77.05,0
69,4DCHszO57DZHgvqalfoITR,https://open.spotify.com/track/4DCHszO57DZHgvqalfoITR,1973 - Acoustic,James Blunt,All The Lost Souls,False,55,209680,9,1,4,0.632,0.37799999999999995,0.0306,0.884,2.6300000000000002e-05,0.11,0.34700000000000003,125.12799999999999,0
70,79TEDshMVLibmgLVXolwJ8,https://open.spotify.com/track/79TEDshMVLibmgLVXolwJ8,Give Me Some Love,James Blunt,All The Lost Souls,False,49,216933,6,1,4,0.64,0.5579999999999999,0.0321,0.13,8.39e-06,0.11,0.19699999999999998,92.611,0
71,3fHoLGrV9eZH54eI3vILNQ,https://open.spotify.com/track/3fHoLGrV9eZH54eI3vILNQ,"단 한 사람 Because Of You (From '객주'), Pt. 2",TAEIL,단 한 사람 Because Of You (From '객주') [Part 2],False,0,227739,2,1,4,0.33399999999999996,0.528,0.0291,0.366,0.0,0.0929,0.195,135.226,0
72,0GyNfI3eKLWQJ5QwXo4WL6,https://open.spotify.com/track/0GyNfI3eKLWQJ5QwXo4WL6,Sunsets For Somebody Else,Jack Johnson,Sunsets For Somebody Else,False,4,210480,7,1,4,0.7090000000000001,0.228,0.0326,0.838,2.2e-05,0.146,0.597,113.098,0
73,0WTQ3OVvyuD49BfO99Q6y7,https://open.spotify.com/track/0WTQ3OVvyuD49BfO99Q6y7,Sweet Louise,Passenger,The Boy Who Cried Wolf,False,45,236866,2,1,4,0.659,0.33799999999999997,0.0336,0.664,0.0009119999999999999,0.10800000000000001,0.486,70.267,0
74,0mGJYajNW8Y4T9NxnD6P79,https://open.spotify.com/track/0mGJYajNW8Y4T9NxnD6P79,Dreams from Yesterday,Mac DeMarco,This Old Dog,False,48,207160,7,1,4,0.857,0.368,0.0409,0.0611,0.0005480000000000001,0.0703,0.725,97.51299999999999,0
75,1KTMZ2DeqT4oqIJ7Co5F6R,https://open.spotify.com/track/1KTMZ2DeqT4oqIJ7Co5F6R,This Old Dog,Mac DeMarco,This Old Dog,False,58,150546,3,1,4,0.7490000000000001,0.401,0.0391,0.21899999999999997,0.0931,0.20600000000000002,0.616,138.811,0
76,2N4idqj9TT3HnH2OFT9j0v,https://open.spotify.com/track/2N4idqj9TT3HnH2OFT9j0v,Still Beating,Mac DeMarco,This Old Dog,False,65,181586,1,0,4,0.7090000000000001,0.496,0.0417,0.581,0.195,0.151,0.469,78.477,0
77,5OHbgQbHzTjolHzWffSrvn,https://open.spotify.com/track/5OHbgQbHzTjolHzWffSrvn,Glass in the park,Alex Turner,Submarine - Original Songs From The Film By Alex Turner,False,54,239653,2,1,4,0.5529999999999999,0.19,0.0298,0.903,0.000227,0.0993,0.299,100.00200000000001,0
78,3cUxncrTWSA9lhlQbuIwUY,https://open.spotify.com/track/3cUxncrTWSA9lhlQbuIwUY,Stuck on the puzzle,Alex Turner,Submarine - Original Songs From The Film By Alex Turner,False,62,211053,4,1,4,0.58,0.682,0.0332,0.0792,0.0316,0.161,0.774,77.53,0
79,5kZD0TTSYAgRzciBtKCmgT,https://open.spotify.com/track/5kZD0TTSYAgRzciBtKCmgT,It's hard to get around the wind,Alex Turner,Submarine - Original Songs From The Film By Alex Turner,False,54,247013,0,1,4,0.436,0.244,0.0339,0.87,0.000371,0.102,0.359,145.42,0
80,35J9vakuC3f18QTolNAQ6E,https://open.spotify.com/track/35J9vakuC3f18QTolNAQ6E,Epitáfio,Titãs,A Melhor Banda De Todos Os Tempos Da Última Semana,False,66,175373,7,1,4,0.723,0.611,0.0303,0.48100000000000004,1.4400000000000001e-05,0.11,0.261,111.81299999999999,0
81,5sz2LrG6jY6u7U0g2k7kws,https://open.spotify.com/track/5sz2LrG6jY6u7U0g2k7kws,Devolva-Me (Ao Vivo),Adriana Calcanhotto,Público,False,59,131426,10,1,4,0.45299999999999996,0.284,0.0292,0.5539999999999999,0.0,0.605,0.183,98.97399999999999,0
82,3KlMhwXiTdFjg86xBbDMlB,https://open.spotify.com/track/3KlMhwXiTdFjg86xBbDMlB,Vambora (Ao Vivo),Adriana Calcanhotto,Público,False,55,302133,9,0,4,0.381,0.41100000000000003,0.0285,0.725,2.2e-06,0.0846,0.139,129.376,0
83,0KtpvAIKMUD4wSsHv25IMn,https://open.spotify.com/track/0KtpvAIKMUD4wSsHv25IMn,Garota de Ipanema,Toquinho,"Obrigado, Vinicius",False,36,150560,9,0,4,0.5770000000000001,0.614,0.0389,0.311,0.037000000000000005,0.14300000000000002,0.713,157.96200000000002,0
84,5i2sgqnzaxYpvXmGAB592h,https://open.spotify.com/track/5i2sgqnzaxYpvXmGAB592h,Corcovado - Quiet Nights Of Quiet Stars,Stan Getz,Getz/Gilberto (Classics International Version),False,13,253933,0,1,4,0.524,0.10800000000000001,0.0493,0.9570000000000001,0.00123,0.139,0.322,127.98200000000001,0
85,42k3V3GgBKOTuaFEggP8yx,https://open.spotify.com/track/42k3V3GgBKOTuaFEggP8yx,Wave,Antônio Carlos Jobim,Bossa Nova,False,37,201680,2,1,4,0.52,0.41600000000000004,0.0381,0.263,4.28e-06,0.314,0.701,144.178,0
86,5lLKJdDPy7qbsta6d88lKE,https://open.spotify.com/track/5lLKJdDPy7qbsta6d88lKE,Aliança,Tribalistas,Tribalistas,False,56,236970,10,0,3,0.6409999999999999,0.314,0.032,0.96,3.6099999999999997e-05,0.0991,0.335,132.983,0
87,66O1SfDryBYk9i3RcV5AXq,https://open.spotify.com/track/66O1SfDryBYk9i3RcV5AXq,Trem-Bala - Acústico,Ana Vilela,Trem-Bala,False,54,176630,11,1,3,0.406,0.345,0.0303,0.794,0.0,0.113,0.517,96.931,0
88,3eGK0WFi6ISJ9UZA6Za4HX,https://open.spotify.com/track/3eGK0WFi6ISJ9UZA6Za4HX,Singular,ANAVITÓRIA,ANAVITÓRIA,False,1,206108,11,1,4,0.7440000000000001,0.303,0.0341,0.684,2.09e-06,0.109,0.306,119.713,0
89,32Ql8cNUBDyBunvQ1gYsYj,https://open.spotify.com/track/32Ql8cNUBDyBunvQ1gYsYj,Como uma onda - Zen-surfismo,Lulu Santos,Tão Bem,False,22,217026,10,0,4,0.85,0.42200000000000004,0.0569,0.405,0.000117,0.0541,0.805,116.85,0
90,2TI5GBkbrrFtZRM5v1heeb,https://open.spotify.com/track/2TI5GBkbrrFtZRM5v1heeb,Trem Das Onze,Adoniran Barbosa,Adoniran Barbosa,False,48,184000,4,0,4,0.675,0.449,0.0613,0.541,0.00337,0.069,0.8029999999999999,91.773,0
91,60TftyBmMIL7wBdM37KuRj,https://open.spotify.com/track/60TftyBmMIL7wBdM37KuRj,Coração Vagabundo,Gal Costa,Divino Maravilhoso - Gal Costa Interpreta Caetano Veloso (CD 1),False,41,143426,0,0,1,0.518,0.308,0.0451,0.7879999999999999,0.0571,0.133,0.368,81.149,0
92,1zcO4RvZ3bZwZNTtm9fH0s,https://open.spotify.com/track/1zcO4RvZ3bZwZNTtm9fH0s,Mais Feliz (Ao Vivo),Adriana Calcanhotto,Público,False,36,170026,9,0,4,0.57,0.469,0.0386,0.866,0.0,0.703,0.23399999999999999,111.238,0
93,41CHb7F7SXcmkj0h8wekeF,https://open.spotify.com/track/41CHb7F7SXcmkj0h8wekeF,Gloomy Sunday (with Teddy Wilson & His Orchestra) - Take 1,Billie Holiday,Lady Day: The Complete Billie Holiday On Columbia (1933-1944),False,50,190800,7,0,3,0.484,0.0823,0.0364,0.98,2.47e-06,0.159,0.191,127.089,0
94,1LGqJ3nvxpVXDWpEzq4DJD,https://open.spotify.com/track/1LGqJ3nvxpVXDWpEzq4DJD,All of Me (with Eddie Heywood & His Orchestra),Billie Holiday,Lady Day: The Complete Billie Holiday On Columbia (1933-1944),False,60,181440,2,0,5,0.504,0.0644,0.0408,0.972,4.36e-06,0.174,0.40299999999999997,106.994,0
